_unit_id,airline_sentiment,text
681456614,neutral,@HillAConlin @SouthwestAir hi! get a solar charger from Amazon! Game changer to plug usb into charge. :)
681456615,negative,@SouthwestAir will you please tell me if I'll make my flight out of here tomorrow 8am? I've been tryin for 3 days now to leave
681456616,negative,@SouthwestAir Had a bad experience with them last week.  They broke my bicycle that I had brought with me to do a bike ride in Fla.  Why?
681456617,negative,���@SouthwestAir: @TinaIsBack I'm so sorry for your frustration. Did you get rebooked? ^SW�۝ I've been rebooked 4 times!! Still stuck!! #SMH
681456618,negative,@SouthwestAir 75 minutes and still waiting for skis to be unloaded. You should be ashamed. It's 1:30 in the morning.
681456619,positive,"@SouthwestAir neveind, it's been found and on its way. Thanks for making the process so painless"
681456620,neutral,@SouthwestAir What are your services? What promotion you have at the moment? #ModeloDeNegocio #innovation #innovacion #BusinessModel
681456621,neutral,@SouthwestAir my bag was Late Flight-checked and put on a different flight from OAK-&gt
681456622,positive,@SouthwestAir @JohnWayneAir Thank you both very much!!
681456623,positive,@SouthwestAir you are the #Official airlines of #DivadaPouch aka #ThePoopQueen http://t.co/XXY2d2iMnP
681456624,neutral,@SouthwestAir I'm trying to get home to Nashville. I've been stuck in Dallas 2 days will my flight get out in the morning
681456625,positive,"@SouthwestAir Once again, I was able to change my flight without any fees... oh and the two free checked bags.  Best airline ever."
681456626,positive,@SouthwestAir A wonderfully nice agent in Austin helped us out. Wish I remembered her name to give proper kudos.
681456627,positive,@SouthwestAir hot stewardess flipped me off
681456628,negative,"@SouthwestAir where are our bags?
We have a tv show to film!!"
681456629,negative,"@SouthwestAir I am scheduled for the morning, 2 days after the fact, yes..not sure why my evening flight was the only one Cancelled Flightled"
681456630,negative,"@SouthwestAir update 35 minutes into this pilot has turned off a/c. No longer freezing, but we are enjoying waiting for reload of all bags"
681456631,neutral,@SouthwestAir snow forecasted for Raleigh NC tomorrow night. Need to know if there's a plan to reschedule flights into RDU Wednesday night
681456632,neutral,@SouthwestAir I need some help with a reservation
681456633,negative,"@SouthwestAir It seems odd to be sitting on a plane that gets further delayed and you find out by txt, not the 6 emp working on the aircraft"
681456634,negative,"@SouthwestAir really enjoying sitting at BWI with the door wide open and the a/c on as they fix a ""baggage error"" #sarcasm"
681456635,positive,@southwestair Flight 4146 Phi to Den was staffed by a great crew. #freecomedyshow #newlifetimecustomer
681456636,negative,@SouthwestAir Engadget Theverge Wired reddit
681456637,negative,"@southwestair,  Your male flight attendants must being playing a game called Who can be the Bigger Dick to People. Flight 952 to CHI-MID"
681456638,negative,@SouthwestAir when you're on hold with southwest for over 2 hours and it automatically hangs up on you. #iusedtoloveu http://t.co/tEFHpuWMdJ
681456639,positive,@SouthwestAir has the best customer service!
681456640,positive,"@SouthwestAir big thanks to your team. family emerg, same day ticket, experience was excellent. 1st time flying with yall, not my last!"
681456641,negative,@SouthwestAir this was the 3rd Cancelled Flightlation in 2 days due to weather in Nashville. 3 trips to the airport. Each time communicated Late Flight by SW
681456642,negative,@SouthwestAir I left my iPad on my flight 1831 from ERW to DEN. I opened claim 442998. It has so many memories on it. Plz help get it back.
681456643,negative,@SouthwestAir   Yes. Dale at Baggage office was wonderful. But not everyone is on the same page down there... We had a 6 hour wait!
681456644,negative,@SouthwestAir No one wants to commit to saying if this plane is getting Cancelled Flighted or not. Customer relations is closed. Patience gone.
681456645,negative,"@SouthwestAir  Tried to leave Monday, all other planes left but mine. Now this one keeps getting delayed. Missed work. Have to pay for a cab"
681456646,positive,"@SouthwestAir - total win!! Happy 7th bday on intercom, chocoLate Flight kisses, and a chance to hand out snacks.Thank you. http://t.co/NKloZcNtto"
681456647,negative,@SouthwestAir My luggage has still not been found. Luggage is not scanned until final destination. So no way of knowing where it is!
681456648,positive,@SouthwestAir thanks for your excellent response time and assistance! All set :)
681456649,negative,@SouthwestAir Finally got through after 3 hours and all set. Thanks.
681456650,negative,@SouthwestAir I did ....it's just been such a disheartening experience for me and my family...and a lot of taxi money wasted.
681456651,positive,@SouthwestAir can't wait! Thanks for the response!��_��
681456652,positive,@SouthwestAir Got it covered. Thanks!
681456653,negative,@SouthwestAir please help on hold forever to check in for flight
681456654,negative,@SouthwestAir my sister and her family had to drive 1200 miles because you did not accommodate a rebook in a timely manner! HORRIBLE
681456655,negative,@SouthwestAir can't believe how many paying customers you left high and dry with no reason for flight Cancelled Flightlations Monday out of BDL! Wow.
681456656,positive,@SouthwestAir thank you for your help resolving my problem Shannon ROCKS - even though Rhonda didn't !!
681456657,positive,@SouthwestAir thanks!! We will see what happens!!
681456658,negative,".@SouthwestAir I appreciate that, and not to be rude, but it doesn't solve much. You should AT LEAST cover the cost of stolen goods."
681456659,neutral,"@SouthwestAir can u better define the ""plus one smaller type"" item on carry on requirements?.. small backpacks?"
681456660,negative,@SouthwestAir you're 4/4 on blowing it with your customer service. Shotwest Airlines.
681456661,positive,@SouthwestAir Glad it was finally resolved too. Too bad I can't get a free voucher to go with mine so I can have a friend travel next time!
681456662,negative,@SouthwestAir she made it standby after her flight was Cancelled Flighted for no reason. Almost 4hrs Late Flight.  Conf#��FVF9YW  SWRR#��298033455
681456663,neutral,@SouthwestAir I'm Flight Booking Problems a flight to Vegas. Any good promo codes??
681456664,negative,"@SouthwestAir very frustrated with your customer service.Open seats on earlier flight, $154 to change. What a rip off!!"
681456665,positive,@SouthwestAir all good now. Going to make it to Boston on time. I'm actually on your wifi right now
681456666,negative,"@SouthwestAir  you are over 40, please start acting your age and stop with the short-shorts!"
681456667,positive,@SouthwestAir thanks for your assistance..you guys ROCK!!_���
681456668,negative,@SouthwestAir no self help way to put in tsa pre check number for existing reservation. Very annoying. 800 is not reachable.
681456669,negative,@SouthwestAir Why won't you let me leave Newark!?
681456670,positive,"@SouthwestAir Hey yea I got thru...everything is good now (well, in 7-10 days when the voucher goes through)  Appreciate it!"
681456671,negative,"@SouthwestAir I was in Nashville and I had to drive 3 and a half hours to Memphis, but I made it as the plane was loading!"
681456672,negative,"@SouthwestAir According to TV passenger interviews, the landing was far from ""uneventful"" with heavy (panic) breaking to"
681456673,neutral,@SouthwestAir can you outline the policies for both scenarios?
681456674,neutral,@SouthwestAir who should I contact about a missing Rapid Rewards credit?
681456675,negative,@SouthwestAir what are the chances you will be Cancelled Flighting all flights in and out of Nashville again?
681456676,neutral,"@SouthwestAir @travelportland welcome to Portland. Sun, Mt hood and Southwest. http://t.co/y3SAHVX3Zk"
681456677,negative,@SouthwestAir  why are you the only airlines to Cancelled Flight all flights into BNA? Been stranded in philly for 2 days. Hoping to get out in the AM
681456678,negative,@SouthwestAir not very helpful trying to get out of Nashville.Should waive change fee for 2/18.
681456679,neutral,"@SouthwestAir still haven't been able to get through, thanks for responding"
681456680,negative,"@SouthwestAir thanks, but they told him he couldn�۪t a few hours ago, then my plane left  after I tried to do it. Stuck waiting for hours now"
681456681,neutral,@SouthwestAir has the winner for #DestinationDragons been announced yet? If not when will they be??
681456682,positive,@SouthwestAir On my flight today from RSW to GRR I was able to snag a free SW Agent to check for me. It looks like we are (finally) all set.
681456683,positive,"@SouthwestAir Yeah, we figured it out.  Thanks."
681456684,positive,@SouthwestAir thanks for the drink tickets hook up! Can't wait for my first international flight with you to NAS! #pumped
681456685,negative,@SouthwestAir took our carryon bag with essential attire for a life changing interview tomorrow &amp
681456686,neutral,@SouthwestAir  I got rebooked for tomorrow
681456687,positive,"@SouthwestAir Hi! I just saw a Black History month commercial on TV &amp; Im excited! In support of this month,will you all grant me 1 free trip"
681456688,negative,@SouthwestAir took our BOS to BWI plane for a flight to StL and promised a replacement  1.5 hours Late Flightr. Now 2.5 hours delayed. Not happy.
681456689,positive,"@SouthwestAir though I work for another major airline,  I LOVE your Black history month commercial. I Thank you."
681456690,negative,@SouthwestAir No. We were in a large group. Majority of the 30+ bags were soaked.
681456691,positive,@SouthwestAir Black History Commercial is really sweet. Well done.
681456692,negative,@SouthwestAir even with the 50$ voucher for picking up my bag
681456693,negative,"@SouthwestAir there... from my first interaction with your people this morning, after bad weather, sorry but I wont be flying with you again"
681456694,negative,@SouthwestAir yeah they told me it would be on the next flight. I drove down and it wasnt. I just drove down for a second time and they were
681456695,positive,@SouthwestAir much respect!
681456696,negative,@SouthwestAir it's not letting me DM you !!
681456697,neutral,@SouthwestAir @Imaginedragons when are we gonna know I have a math test tomoro and I can't concentrate_��__��_ #DestinationDragons
681456698,positive,@SouthwestAir Thank you!  #thankful #feelingtheluv
681456699,negative,@SouthwestAir Im just praying you get me home alive
681456700,negative,@SouthwestAir I hope you're happy! You have officially become the next @AmericanAir #ProfitBeforePeople IMO you will be bankrupt by 2020
681456701,negative,@SouthwestAir what's up with these delays?! Throw some priority boarding my way &amp
681456702,positive,@SouthwestAir I got it added thank you! :)
681456703,positive,"@SouthwestAir Great, thank you. Best of luck dealing with this horrible winter."
681456704,positive,@SouthwestAir thank you :-)
681456705,negative,@SouthwestAir needed my flight info so I can add my rapid rewards to my flight ... First time I have flown with SW - won't do it again #mad
681456706,negative,"@SouthwestAir I keep getting disconnected after choosing the option ""unused travel funds"" on your automated customer service line! SOS"
681456707,neutral,@SouthwestAir Flight 3111 (N614SW) departs @MCO enroute to Indianapolis International Airport http://t.co/qefKFWZo7d
681456708,negative,@SouthwestAir Being old I will miss my connection and can sleep at OAK or get a hotel on my own dime rubs me the wrong way. I wasn�۪t Late Flight.
681456709,negative,@SouthwestAir Not your finest moment in Boston right now!
681456710,negative,"@SouthwestAir MY BAGS ARE. 1st woman said it would be there on the next flight... not there, so now Ive got nothing. Big wigs help me out"
681456711,neutral,@SouthwestAir can I use points to book a rental car?
681456712,negative,"@SouthwestAir no, thanks. I think we have it straight!"
681456713,positive,@SouthwestAir Thanks for taking care of me Today!  Michele rocked the customer service! Gate 25 HOU
681456714,negative,@SouthwestAir paid for my own $200 rental car just to not go through this for the 3rd day  :(
681456715,positive,@SouthwestAir I did. Thank you.
681456716,negative,@SouthwestAir thanks! I expected a wait... Just not that long. :)
681456717,negative,@SouthwestAir understand weather is an issue but on time Cancelled Flighted reinstated Cancelled Flighted with hardly any updates and doing nothing for me= :(
681456718,positive,"Despite Mother Nature's best efforts, @SouthwestAir's good-humored folks got us home safely in an area heavily affected by winter storms."
681456719,negative,@SouthwestAir sadly didn't get much help ... As a travel agent this is so disappointing to me.
681456720,negative,"@SouthwestAir bos to msp, msp to aus, aus to bos. Site doesn't seem to display fields for the middle trip when I add the 3rd."
681456721,negative,@SouthwestAir me not to be able to rebook another flight. Drove to ATL to catch a flight.... Was charged $40 just to get the a group I had
681456722,negative,@SouthwestAir has the worst customer service on earth. Will never fly that airline again.
681456723,negative,@SouthwestAir flight yesterday Cancelled Flighted. Got to airport 4am today for an on time flight w was delayed Cancelled Flighted than reinstated which caused
681456724,negative,@SouthwestAir Flight 4968 (N8325D) departs @MCO enroute to @NO_Airport http://t.co/fd4SnvKIeM
681456725,neutral,@SouthwestAir how are flights looking for tomorrow morning from #Nashville (BNA) to Fort Lauderdale (FLL) ?!
681456726,positive,@SouthwestAir Awesome - thanks!
681456727,negative,@SouthwestAir @poisonpill76 im in same boat.. 8am flight to Jacksonville... Get me out of here!!
681456728,negative,@SouthwestAir I'm concerned that you will Cancelled Flight my flight out of BNA tomorrow am. Should I be?
681456729,neutral,@SouthwestAir think flight 1945 from BNA to LAX will get off the ground tomorrow??? #please #snowbama
681456730,positive,"@SouthwestAir really appreciate the follow up, I always fly with y'all for a reason!"
681456731,positive,@SouthwestAir All pieces were found and safely delivered to our home this afternoon.
681456732,negative,@SouthwestAir stop ur bs promos of ����anywhere starting at 79$ I click and everywhere I'd fly=130$ The only place thats 79$ is CLE #NoThanks
681456733,neutral,@SouthwestAir I have been in contact and know there are changes but it's a destination you should really evaluate! Thanks
681456734,negative,@SouthwestAir I know one thing @Delta would NEVER treat their customers like this!!!!
681456735,negative,@SouthwestAir why are yall trying to fly me to Chicago when I don't live there?! Send me home now!!!! Bullshit ass customer service
681456736,negative,@SouthwestAir 4 flights Cancelled Flightled in one week?! Customer Service is _�թ_�թ_�թ_�թ
681456737,negative,@SouthwestAir I have had 4 flights Cancelled Flightled through yall!!!! Im sick of it _���_���
681456738,negative,@SouthwestAir very poor customer service thru out each of my cxl flights_��� I should've flew @Delta
681456739,negative,@SouthwestAir what's yall corporate number bc yall are not trying to accommodate me at all!!!
681456740,positive,@SouthwestAir El Paso deals....May��_��_��__��_�Ώ
681456741,negative,"@SouthwestAir can't checkin online for 2:00 flight tmrw fr. Cancun. ""Undefined error"" &amp; 800# not working.Family of 4 don't want Cgroup! Help"
681456742,negative,@SouthwestAir Does anyone ever answer your phone? #poor
681456743,negative,@SouthwestAir we are 2 mins from departure of 4125 and no announced update nor an update to on time status. Everyone just standing. #comeon
681456744,negative,@SouthwestAir can I get any kind of update on the delayed flight from Boston to Houston at 7:30? Really need to be back home tonight!
681456745,negative,@SouthwestAir @Matt_e_Boss how long did you have to hold? We waited 35 minutes and gave up
681456746,neutral,"@SouthwestAir I know it is hard to predict, but how are flights from Dallas to Nashville tomorrow AM?"
681456747,negative,@SouthwestAir Any plans to make the southwest app for Android not crappy?
681456748,positive,@SouthwestAir Thanks. I'll keep checking. I'm trying to book our first Disney World vacation.
681456749,negative,@SouthwestAir thanks for taking such good care of my luggage... http://t.co/PIvxean3jY
681456750,negative,"@SouthwestAir yeah, all 4 are rebooked for tomorrow AM. Hoping the 3rd time is a charm for no Cancelled Flightled flights!"
681456751,positive,@SouthwestAir Thank you. I know ya'll can't control the weather. I appreciate ya'll working to get my flight rebooked the last two days.
681456752,neutral,@SouthwestAir iiiii need help with my flight schedule!!! haha
681456753,negative,@SouthwestAir can you make a premium wifi that I can pay $30 for that is decent? #slow-fi
681456754,positive,@SouthwestAir About time...and just in time for my next flight Thursday.
681456755,negative,@SouthwestAir extremely #disappointed with poor the customer service provided after Cancelled Flighting my flight today! #unprofessional
681456756,negative,"@SouthwestAir I was helped by a nice lady at PHX checkin. I spent 4 hours on hold in 24 hours, so might want to look at efficiency there."
681456757,negative,@SouthwestAir I told myself last time I would never fly you again. I really messed up today. Thanks flight 1802. Worst airline ever
681456758,negative,@SouthwestAir done messed up now!!! I have planned a trip to #CostaRica for pennies!!! #VacaTime ����_�ռ
681456759,negative,"@SouthwestAir not as sorry as I was when I sat on a plane for 3 hours waiting for the engine to be fixed and THEN got my luggage lost, but k"
681456760,neutral,@SouthwestAir On flight 771 tomorrow (Wed 2/18) DEN-BNA. Will we be delayed or Cancelled Flightled?
681456761,negative,@SouthwestAir I did but it only shows one flight one way. When I try to go to the home page and book roundtrip there's nothing available :(
681456762,neutral,@SouthwestAir we're flying out tomorrow! PLEASE DONT Cancelled Flight!! Lol _��ω���
681456763,positive,@SouthwestAir No worries at all!!! I would rather be safe on the ground than take any chances. Yes! Tomorrow AM if BNA reopens ���
681456764,negative,@SouthwestAir I do need help Cancelled Flighting my flight back. Your calls times are ridiculous.
681456765,positive,@southwestair #fattuesday Great job celebrating #mardigras today at Atlanta Airport. Another reason I'm nuts for you! http://t.co/8WBzOrRn3C
681456766,negative,"@SouthwestAir your customer service is terrible, you're terrible, thought you should know."
681456767,neutral,@SouthwestAir when will the winners of #DestinationDragons be announced?
681456768,positive,@SouthwestAir Awwweesssooomee!
681456769,negative,@SouthwestAir my pts expired. I made a prchase @ an online retailer to b told by SW that those won't show for 6-8 wks so too L8 2 keepmy pts
681456770,neutral,"@SouthwestAir You guys must have been swamped, even took our corporate travel a long time to get in, but everything worked out in the end."
681456771,neutral,@southwestair TREMENDOUS job. Atlanta Airport saw SW celebrate Mardi Gras. Another reason I'm nuts for you guys! http://t.co/8WBzOrRn3C
681456772,negative,@SouthwestAir You officially have the worst customer service of any airline I've ever dealt with. #southwestairlines #poor
681456773,neutral,@SouthwestAir think you need to follow me for a DM
681456774,negative,@SouthwestAir Fastest response all day. Hour on the phone: never got off hold. Hour in line: never got to the Flight Booking Problems desk.
681456775,negative,@SouthwestAir had to rebook through Atlanta &amp
681456776,neutral,@SouthwestAir When do you all expect to open the reservation through November?
681456777,positive,@SouthwestAir Amazing customer service as well. Will definitely fly with you guys again if my instrument is involved. #10/10
681456778,neutral,@SouthwestAir When are you going to be flying in and out of Nashville? The Deicer is in. Are you short on planes and is it tomorrow morning?
681456779,positive,"@SouthwestAir your social media team just said ""sorry"". Thankfully submitting a complaint got resolution from an amazing rep who called."
681456780,neutral,"@SouthwestAir I'm scheduled to come back tomorrow, finally but I don't know SWA hasn't flown out of @Fly_Nashville yet but @Delta has"
681456781,negative,"@SouthwestAir flight 1613 Cancelled Flightled??? My wife is stuck in Phoenix on the way from slc to san
Thanks a lot southwest!"
681456782,negative,@SouthwestAir I never got a Cancelled Flightlation text from this morning either #bushleague or a number to call #weakservice
681456783,positive,@SouthwestAir knows whats up! That #BlackHistoryMonth commercial. Just another thing to add to reasons why I fly with #SouthWestAirlines
681456784,negative,@SouthwestAir too Late Flight now
681456785,neutral,@SouthwestAir can u get me on flt #3768 instead of #2522 rt now
681456786,negative,@SouthwestAir no but seriously wtf? #nochill http://t.co/esd3XD5V1r
681456787,negative,@SouthwestAir Yes but they couldn't explain the 2 hour and 45 minute hold time.
681456788,negative,@SouthwestAir MCO-&gt
681456789,neutral,"@SouthwestAir can i take my electric skateboard on a domestic flight? if so, do same policies listed on your site for regular boards apply?"
681456790,neutral,@SouthwestAir what is DM?
681456791,positive,@SouthwestAir your employees were great!
681456792,neutral,@SouthwestAir confirmation number for new reservation is FP9M6Y I am traveling with a 3 year old. please email? jennifer.cascino@gmail.com
681456793,negative,@SouthwestAir: why no charging station in SAN?
681456794,positive,"@SouthwestAir thanks for the reply, something is off with the phones becuz after 2 dropped calls at 2 hours on hold, I got through on 1 ring"
681456795,positive,@SouthwestAir Thank you for the vouchers after the long wait on the runway Saturday night at BWI! I really appreciate it! #SWfan
681456796,neutral,@SouthwestAir you need this song for your next commercial!  https://t.co/jU9rHZ4RQc. #SWA #love
681456797,positive,@SouthwestAir JH thank you. I finally got through the second time.
681456798,negative,"@SouthwestAir 4/9/14, I need to fly from GSP to DSM, but claims there's no sched. avail.  I can book separately, but why not together?"
681456799,negative,@SouthwestAir Thank you - hung up after 1hr 7min on hold. Would you like me to DM you contact info?
681456800,negative,@SouthwestAir your checkin system is #poor
681456802,positive,"@SouthwestAir haha, thanks for the explanation"
681456803,neutral,@SouthwestAir employees spreading a bit of #MardiGras cheer at 7:30 this morning in Atlanta  #NFTYConvention http://t.co/ttbtY89Ilo
681456804,negative,@SouthwestAir Having some trouble checking in. Can you please add me so I can DM you
681456805,negative,@SouthwestAir WiFi on yesterday's flight extremely slow a waste of $8 and lost the travel time for work.
681456806,negative,@SouthwestAir my flight was Cancelled Flightled Monday.  Just looking to Cancelled Flight and credit my card.  That's all.
681456807,negative,@SouthwestAir still on the ground &gt
681456809,neutral,"@SouthwestAir I understand. Wonderful ""Miriam"" in customer service who was able to reroute me... Got any rental car discounts?"
681456811,negative,@SouthwestAir not yet! Supposed to get it early evening tonight. Don't want to have to go to the store and buy new necessities.
681456813,negative,@SouthwestAir How? It is not possible to call SWA on the phone. You put me on hold for an hour and then cut me off.
681456814,positive,"@SouthwestAir been with my GF for 2.5yrs, she's from SF &amp; I live in Tulsa. SWA always takes me there to see my love! #SouthwestLuvSweeps"
681456816,neutral,@SouthwestAir Hi there! I just got my known traveler# and would like to add it to a flight that I already purchased. What's my best option?
681456818,negative,@SouthwestAir Nashville airport has runways open. It appears southwest is only airline Cancelled Flighting flights. Is this likely to change?
681456819,negative,"@SouthwestAir been on the phone for about an hour waiting..can you please answer, Thank You!  #notcool"
681456821,neutral,@SouthwestAir @TomVH just get the RR credit card and get the points of family that way
681456823,positive,@SouthwestAir Sent. Thanks VP!
681456824,neutral,@SouthwestAir what does TSA Pre on my boarding pass mean? http://t.co/0HmmQCzkCf
681456826,negative,"@SouthwestAir she's still stranded in DC. Sat until 3:30am with 100 other kids. They were starving, and exhausted."
681456827,negative,@SouthwestAir flight #211pilot spilled his tea on the radio! Yay for delays! Almost an hour now!
681456829,negative,@SouthwestAir I just sent it over
681456831,neutral,"@SouthwestAir haha...yeah i did, just making a joke"
681456833,positive,@SouthwestAir Thank you so much for stepping up your game and making my day after night of elevator music. Much appreciated.
681456835,negative,"@SouthwestAir used to love you, but you keep rescheduling my flights.  #southworst"
681456837,negative,@SouthwestAir where do we start? I've already wasted 1.5 hrs of phone wait time already :-(
681456839,positive,@SouthwestAir - just talking to customer service @united makes me appreciate you even more!  They could learn so much from you!
681456840,negative,"@SouthwestAir My brother &amp; his girlfriend�۪s flight Cancelled Flightled 3 times, now leaving 72 hours Late Flight and dropping letter grades at school. Help?"
681456842,neutral,@SouthwestAir Thank you. The email about RR pts &amp
681456844,positive,@SouthwestAir Thanks for the response. Was able to get my situation resolved. Not a fan of Mother Nature today. :)
681456846,neutral,"@SouthwestAir Is there any way to add a Known Traveler Number to an existing reservation online?  If not, why not?"
681456848,neutral,@SouthwestAir needs to offer a college student discount so i can fly home _��__��_
681456849,negative,@SouthwestAir you Cancelled Flightled my flight to BNA. I have flight from BNA 2 MDW tomorrow AM. You stranded me in DEN. I've been on hold all day
681456851,positive,@SouthwestAir thanks I think we've got it figured out
681456852,neutral,@SouthwestAir from LGA to San Diego
681456854,negative,"@SouthwestAir missing out on over 6,000 points in one account. They're now spread over four assuming I create accounts for them"
681456856,negative,"@SouthwestAir right but the point was that my kids don't fly often, but I do. I bought four round trip tickets from DtW to PHX so I'm...."
681456857,positive,"@SouthwestAir I got a flight at 11:55am on Thursday but looking for something tomorrow, anything available?"
681456859,neutral,"@SouthwestAir we desparately need yall to make a nonstop BNA-&gt; TUL! Cmon it'll be popular. _��� (right, @annebevi @PaulBev1  @MikeAbramson??)"
681456860,neutral,@SouthwestAir thank you for the response. How can I got about getting the points onto my rewards account?
681456862,neutral,"@SouthwestAir  Tried to DM you, it won't let me as it says you are not following me."
681456864,neutral,@SouthwestAir chances of flight leaving BNA tomorrow at 6:20 am (to LGA)?
681456865,positive,@SouthwestAir got it squared away. Thank you. I had a man on the inside help me out!
681456867,negative,@SouthwestAir please PM me the number where I can lodge formal complaints. Thx
681456869,neutral,@SouthwestAir Just sent you a DM with the details.
681456870,negative,@SouthwestAir good thing we noticed because she had re-routed 7 total passengers on an impossible triple connection as well
681456872,negative,@SouthwestAir your gate agent re-routed an impossible itinerary and we had to find a new airline to get us home. Super bummed about this
681456874,negative,@SouthwestAir do you do auto callbacks so I don't have to wait on hold?
681456876,negative,@SouthwestAir Received email w/reso's to my email that isn't associated to SWA account I own with CC info for my sister. #FRAUD please DM me
681456877,neutral,"@SouthwestAir just did, thank you"
681456879,negative,@SouthwestAir Your onboard wifi is so bad it's taking me 20 minutes to send this tweet.  Working is off the table. #disappointed
681456880,positive,"@SouthwestAir Another great flight &amp; crew, Las Vegas-Chicago #3397. Thanks!"
681456881,negative,"@SouthwestAir I recommend upgrading your IVR and using call back, email, and texting from a know caller."
681456882,negative,@SouthwestAir an entire flight of luggage missing at #dca.  Over an hour and nobody knows anything.
681456886,negative,@SouthwestAir @CBSsoxfan you get to hold? called twice only to be kicked off.calls 3-6 #phonedied #AListpreferred http://t.co/1TZZ0vbMbS
681456887,negative,@SouthwestAir why are you the ONLY airline that is not flying out of BNA today?
681456889,positive,@SouthwestAir finally got through. Thanks!
681456891,negative,"@SouthwestAir - I have spent 87 minutes (and counting) on hold w/ you today. After first 48 minutes, I gave up. Trying again &amp; on 43rd min."
681456892,negative,@SouthwestAir Ive had on an airline. Everyone else has been great but she soured the whole experience for me. Hope she's not there next time
681456894,positive,"@SouthwestAir thanks, got put on the am flight tomorrow.  Don't have much faith it'll get off the ground tomorrow though."
681456895,negative,@SouthwestAir I think I'm shot. Can't find a flight that arrives before business (SAN) on thu. Really want to go too.
681456897,negative,"@SouthwestAir the woman working the counter in philly at 630 this am needs to be fired. Due to bad weather, I along with other passengers"
681456898,negative,"@SouthwestAir was earlier, for reFlight Booking Problems flight I'm on now. Didn't get a screencap, just said ""unspecified error"" and to call SWA"
681456900,negative,"@SouthwestAir Buying Early Bird was pointless. You moved me to a diff flight b/c first one was delayed, so I lost my boarding position."
681456902,negative,"@SouthwestAir is there a problem with the website? I tried making changes w/ the app and the site but got ""unspecified errors"""
681456903,positive,@SouthwestAir @PaytonTaylor129 I love Southwest and Payton Taylor!
681456905,neutral,@SouthwestAir RDU flights expected to be ok this afternoon and tonight?
681456907,negative,@SouthwestAir super disappointed today. First time we've had to stress and now book a flight on another airline while at the airport
681456908,negative,@SouthwestAir they put me on the next flight available.. tomorrow morning :( Any idea if BNA will be open in the morning for my flight?
681456910,negative,@SouthwestAir Hey SWAir- a very tortured boarding on flight 1971 due to one gate agent having to board assisted folks one at a time.
681456911,negative,@SouthwestAir I understand a delay but to be stuck on the plane longer than the flight is unacceptable
681456913,neutral,@SouthwestAir I absolutely will. Where can I send it?
681456914,positive,@SouthwestAir no worries. You're doing the best u can. Already Cancelled Flighted my biz trip. Still $LUV you! -RR 1079871763
681456916,negative,@SouthwestAir in my 30 years of flying I have never been so pissed off.  To many incidents for just one flight.
681456917,negative,@SouthwestAir Heard apology ~45 times in the &gt
681456919,neutral,@SouthwestAir Happily! But you need to follow me in order for me to DM you
681456921,negative,@SouthwestAir I will.make sure to tell everyone I know about this all around horrible experience. I will also post it on my business page.
681456922,negative,@SouthwestAir and currently as im bringing my 3 year old to the bathroom I'm being rushed by the flight attendant.
681456924,positive,@SouthwestAir no worries. We got thru eventually. I was just curious. Best of luck to you dealing with the weather!
681456926,negative,"@SouthwestAir not terribly inspired to call ""customer service"" in the future now."
681456927,negative,"@SouthwestAir also, they said they couldn't even book the flight. They were having to put me on hold &amp; have someone else do it???"
681456929,negative,"@SouthwestAir the person I talked to couldn't do anything not normally available online other than the ""no charge"" part."
681456931,negative,@SouthwestAir can someone help me set up a callback today?
681456932,negative,@SouthwestAir how about when there are Cancelled Flightlations you just have a link to rebook like you did for initial storm issues?
681456935,negative,@SouthwestAir there really should not be guidance to call via phone if you are that back logged. I could have done it online in 3 minutes.
681456937,negative,@SouthwestAir no had to rebook my flight myself and am about to board in bham.
681456938,negative,@SouthwestAir please send me a number to call to talk to a person and not be put on hold
681456940,negative,@SouthwestAir flt 648 from Buf to MCO. Conf#FGKXV5. Please also look into reimburse for car 587701925COUNT that I had to Cancelled Flight
681456942,negative,@SouthwestAir Almost 2 hours on hold now. I just need to Cancelled Flight a flight and get a refund. Other airlines are operating!
681456944,negative,@SouthwestAir You need to be more accommodating to your loyal customers. Not happy now!
681456945,positive,@SouthwestAir yes. Thank you. Oct 25-oct 31
681456947,negative,@SouthwestAir @BernhardtJH I did eventually get through but that flight Cancelled Flightled.  Decided to drive but gave up holding to process refund
681456948,neutral,@SouthwestAir Already rebooked for tomorrow. Fingers crossed!
681456950,neutral,@SouthwestAir followed.
681456952,negative,"@SouthwestAir worst customer service, Terrible attitudes. I don't care how big a storm.  Your employees need an attitude adjustment"
681456953,neutral,@SouthwestAir or you could send me a DM.
681456955,neutral,@SouthwestAir I am following you now. I don't think I can DM until you follow me.
681456956,negative,@SouthwestAir Flight Cancelled Flightled out of BNA.... Do I have to reschedule now or can travel funds be put back into my account for future use?
681456957,negative,@SouthwestAir are you kidding me?  I needed help yesterday. I'm now landed and waiting for my connection.  Never will I fly southwest again!
681456959,negative,@SouthwestAir can i have my bags back   ding!!
681456960,negative,@SouthwestAir yeah bruh its bool y'all niggaz just need to hire some more workers or something cause next time imma be forced ta disrespect.
681456962,positive,@SouthwestAir always when I fly SW. #loyalRRmember
681456964,positive,"@SouthwestAir thank you, someone finally answered and was able to change my flight that was Cancelled Flighted bc of ice. Thank you for response"
681456965,negative,@SouthwestAir Trying to add my dog on the flight but can't get through.
